anuncio_data;anuncio_ano;anuncio_mes;empresa_alvo;municipio;regiao;descr_investimento;setor_desc;cnae_inv_2_desc
23/06/2015;2015;6;Escolinha Guga;Sorocaba;RA Sorocaba;Abertura de escola de tênis dentro do Tênis Clube Sorocaba   ;Serviços;Educação
22/06/2015;2015;6;Empresa Metropolitana de Transportes Urbanos - EMTU e BR Mobilidade Baixada Santista;Inter-regionais;Inter-regionais;Construção da linha do Veículo Leve sobre Trilhos - VLT, ligando os nove municípios da Baixada Santista   ;Infraestrutura;Transporte terrestre
22/06/2015;2015;6;Ao Carioca;São Caetano do Sul;RM São Paulo;Reabertura de loja de produtos de papelaria, escritório e informática   ;Comércio;Comércio varejista
22/06/2015;2015;6;Hospital Beneficência Portuguesa de São Caetano do Sul;São Caetano do Sul;RM São Paulo;Ampliação da UTI adulto do hospital   ;Serviços;Atividades de atenção à saúde humana
21/06/2015;2015;6;Padocão;São Paulo;RM São Paulo;Abertura de padaria de guloseimas para os cachorros, com serviços de banho e tosa no bairro de Moema   ;Comércio;Comércio varejista
21/06/2015;2015;6;Odontoclinic;São Paulo;RM São Paulo;Abertura de franquia de clínica odontológica no bairro de Paraisópolis   ;Serviços;Atividades de atenção à saúde humana
21/06/2015;2015;6;Teleférico Parque Estoril;São Bernardo do Campo;RM São Paulo;Reforma e compra de equipamentos para o teleférico   ;Serviços;Atividades esportivas e de recreação e lazer
21/06/2015;2015;6;Yes! Idiomas;São Paulo;RM São Paulo;Abertura de franquia de escola de idiomas no bairro de Paraisópolis   ;Serviços;Educação
19/06/2015;2015;6;Prysmian;Sorocaba;RA Sorocaba;Ampliação da capacidade de produção de cabos de fibra óptica  ;Indústria;Fabricação de máquinas, aparelhos e materiais elétricos
18/06/2015;2015;6;Giga Atacado / MGB;Jundiaí;RA Campinas;Instalação de atacado de mercearia, alimentos, perecíveis, embalagens, bazar, higiene, bebidas e limpeza   ;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
18/06/2015;2015;6;Giga Atacado / MGB;Cotia;RM São Paulo;Instalação de atacado de mercearia, alimentos, perecíveis, embalagens, bazar, higiene, bebidas e limpeza   ;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
18/06/2015;2015;6;Mambo / MGB;São Paulo;RM São Paulo;Reforma de supermercado na Vila Romana   ;Comércio;Comércio varejista
18/06/2015;2015;6;Mambo / MGB;São Paulo;RM São Paulo;Reforma de supermercado na Vila Leopoldina   ;Comércio;Comércio varejista
18/06/2015;2015;6;Mambo / MGB;São Paulo;RM São Paulo;Abertura de supermercado na Zona Sul   ;Comércio;Comércio varejista
18/06/2015;2015;6;Mambo Express;Barueri;RM São Paulo;Abertura de franquia supermercado no bairro de Alphaville   ;Comércio;Comércio varejista
18/06/2015;2015;6;Rhodia;Santo André;RM São Paulo;Ampliação da capacidade de produção do fibras têxteis  ;Indústria;Fabricação de produtos têxteis
18/06/2015;2015;6;Centro Brasileiro de Cursos - Cebrac;São José do Rio Preto;RA São José do Rio Preto;Inauguração de franquia de escola de ensino profissionalizante   ;Serviços;Educação
18/06/2015;2015;6;Valeclin;São José dos Campos;RA São José dos Campos;Inauguração de unidade de serviços em medicina diagnóstica de análises clínicas no Novo Horizonte   ;Serviços;Atividades de atenção à saúde humana
18/06/2015;2015;6;Valeclin;São José dos Campos;RA São José dos Campos;Abertura de unidade de serviços em medicina diagnóstica de análises clínicas no Jardim Aquarius   ;Serviços;Atividades de atenção à saúde humana
16/06/2015;2015;6;O Boticário;Barretos;RA Barretos;Inauguração de franquia de loja de perfumes, loções, cremes, maquiagens e linha de tratamento corporal no North Shopping Barretos   ;Comércio;Comércio varejista
16/06/2015;2015;6;Tracbel;Bebedouro;RA Barretos;Instalação de centro distribuição de máquinas e equipamentos para construção, mineração, agrícola e florestais   ;Comércio;Comércio varejista
16/06/2015;2015;6;Abbraccio Cucina Italiana;Campinas;RA Campinas;Inauguração de restaurante tipo italiano no Shopping Iguatemi Campinas   ;Serviços;Alimentação
16/06/2015;2015;6;Empresa Metropolitana de Transportes Urbanos - EMTU;São Paulo;RM São Paulo;Compra de 3 ônibus movidos a hidrogênio para transporte coletivo   ;Infraestrutura;Transporte terrestre
16/06/2015;2015;6;Jedi´s Burger & Grill;São Paulo;RM São Paulo;Inauguração de restaurante no bairro Chácara Santo Antônio   ;Serviços;Alimentação
16/06/2015;2015;6;Santander;São Paulo;RM São Paulo;Renovação de equipamentos para atendimento do banco   ;Serviços;Atividades de serviços financeiros
15/06/2015;2015;6;Cetesb;Campinas;RA Campinas;Inauguração de estação de monitoramento da qualidade do ar   ;Serviços;"Serviços de arquitetura e engenharia; testes e análises técnicas"
15/06/2015;2015;6;Rota das Bandeiras / Odebrecht;Inter-regionais;Inter-regionais;Construção do prolongamento do anel viário da Rodovia José Roberto Magalhães Teixeira SP 83   ;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
15/06/2015;2015;6;Gol Linhas Aéreas;São Paulo;RM São Paulo;Instalação de sistema de rede WI-FI em todas as aeronaves;Infraestrutura;Transporte aéreo
15/06/2015;2015;6;Vivere Sanus;São Paulo;RM São Paulo;Inauguração de clínica masculina no bairro Jardim América   ;Serviços;Atividades de atenção à saúde humana
15/06/2015;2015;6;Slim Form;São Paulo;RM São Paulo;Inauguração de clínica de emagrecimento rápido e saudável  no Shopping Frei Caneca   ;Serviços;Atividades esportivas e de recreação e lazer
15/06/2015;2015;6;Serviço Nacional de Aprendizagem Comercial - Senac;São Bernardo do Campo;RM São Paulo;Inauguração de escola de cursos profissionalizantes ;Serviços;Educação
15/06/2015;2015;6;Cetesb;Guarulhos;RM São Paulo;Inauguração de estação de monitoramento da qualidade do ar   ;Serviços;"Serviços de arquitetura e engenharia; testes e análises técnicas"
15/06/2015;2015;6;Cetesb;São José dos Campos;RA São José dos Campos;Inauguração de estação de monitoramento da qualidade do ar   ;Serviços;"Serviços de arquitetura e engenharia; testes e análises técnicas"
14/06/2015;2015;6;Midori Atlântica;Penápolis;RA Araçatuba;Construção de galpão da fábrica de artefatos de couro  ;Indústria;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados
14/06/2015;2015;6;Mundo Verde;Jundiaí;RA Campinas;Inauguração de loja de produtos orgânicos e naturais no Jundiaí Shopping   ;Comércio;Comércio varejista
13/06/2015;2015;6;Serviço de Apoio às Micros e Pequenas Empresas - Sebrae;Americana;RA Campinas;Inauguração de ponto de atendimento de apoio aos empresários e empreendedores   ;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
12/06/2015;2015;6;Hospital Amaral Carvalho;Jaú;RA Bauru;Reforma e compra de equipamentos para o Hospital da Mulher   ;Serviços;Atividades de atenção à saúde humana
12/06/2015;2015;6;Hospital Amaral Carvalho;Jaú;RA Bauru;Inauguração do centro cirúrgico do hospital   ;Serviços;Atividades de atenção à saúde humana
11/06/2015;2015;6;Santa Luiza Agropecuária;Pongaí;RA Bauru;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Promissão;RA Bauru;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Uru;RA Bauru;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Blue Tree Hotels Alphaville Campinas;Campinas;RA Campinas;Construção de hotel no Alphaville Campinas   ;Serviços;Alojamento
11/06/2015;2015;6;Santa Luiza Agropecuária;Borborema;RA Central;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Ibitinga;RA Central;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Itápolis;RA Central;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Sodimac;Ribeirão Preto;RA Ribeirão Preto;Instalação de loja de materiais para construção e decoração   ;Comércio;Comércio varejista
11/06/2015;2015;6;Literarua;São Paulo;RM São Paulo;Inauguração de livraria Espaço Cultural Literarua no bairro da Barra Funda   ;Comércio;Comércio varejista
11/06/2015;2015;6;Sodimac;São Paulo;RM São Paulo;Compra de terreno para construção de loja de materiais para construção e decoração na Marginal Pinheiros   ;Comércio;Comércio varejista
11/06/2015;2015;6;Sodimac;Barueri;RM São Paulo;Inauguração de loja de materiais para construção e decoração   ;Comércio;Comércio varejista
11/06/2015;2015;6;Santa Luiza Agropecuária;Adolfo;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Irapuã;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Itajobi;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Jaci;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;José Bonifácio;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Mendonça;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Mirassol;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Nova Aliança;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Novo Horizonte;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Potirendaba;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Sales;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Ubarana;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Santa Luiza Agropecuária;Urupês;RA São José do Rio Preto;Ampliação do plantio e renovação dos canaviais   ;Agropecuária;Agricultura, pecuária e serviços relacionados
11/06/2015;2015;6;Plaza Shopping Itu;Itu;RA Sorocaba;Instalação de centro de convenções no shopping   ;Serviços;Atividades imobiliárias
10/06/2015;2015;6;Fernanda Valadares;São José dos Campos;RA São José dos Campos;Inauguração de clínica de serviços de estética e beleza no bairro do Jardim Aquarius   ;Serviços;Outras atividades de serviços pessoais
10/06/2015;2015;6;Águas de Itu;Itu;RA Sorocaba;Ampliação do serviço de abastecimento de água e tratamento de esgotos, por 30 anos ;Infraestrutura;Captação, tratamento e distribuição de água
09/06/2015;2015;6;Santa Casa de Jaú;Jaú;RA Bauru;Instalação de nova ala de neurocirurgia e neurologia clínica do hospital   ;Serviços;Atividades de atenção à saúde humana
09/06/2015;2015;6;Marakuthai for Tog;São Paulo;RM São Paulo;Abertura de restaurante no bairro do Itaim Bibi   ;Serviços;Alimentação
09/06/2015;2015;6;Pão de Açúcar;Santos;RA Santos;Reforma de supermercado na avenida Epitácio Pessoa   ;Comércio;Comércio varejista
09/06/2015;2015;6;Santa Casa de Santos;Santos;RA Santos;Ampliação do hospital   ;Serviços;Atividades de atenção à saúde humana
09/06/2015;2015;6;Hospital Unimed Sorocaba;Sorocaba;RA Sorocaba;Ampliação do hospital   ;Serviços;Atividades de atenção à saúde humana
09/06/2015;2015;6;Unimed Sorocaba;Sorocaba;RA Sorocaba;Construção de unidade assistencial e administrativa no Jardim Emília;Serviços;Atividades de atenção à saúde humana
08/06/2015;2015;6;Empório Santo Expedito;São Paulo;RM São Paulo;Inauguração de empório no bairro do Campo Belo   ;Comércio;Comércio varejista
08/06/2015;2015;6;Estação Aduaneira do Interior - Eadi Santo André / Wilson Sons Logística;Santo André;RM São Paulo;Ampliação e melhoria de processos e sistemas adotados no Porto Seco   ;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
08/06/2015;2015;6;La Polenta;São Paulo;RM São Paulo;Inauguração de restaurante no bairro da Chácara Santo Antônio   ;Serviços;Alimentação
08/06/2015;2015;6;Deloitte;São Paulo;RM São Paulo;Mudança e ampliação de escritório de prestação de serviço de auditoria no bairro Vila São Francisco   ;Serviços;Atividades jurídicas, de contabilidade e de auditoria
08/06/2015;2015;6;EY;São Paulo;RM São Paulo;Mudança e ampliação de escritório de prestação de serviço de auditoria no bairro do Itaim Bibi   ;Serviços;Atividades jurídicas, de contabilidade e de auditoria
08/06/2015;2015;6;KPMG;São Paulo;RM São Paulo;Mudança e ampliação de escritório de prestação de serviço de auditoria no bairro Chácara Santo Antônio   ;Serviços;Atividades jurídicas, de contabilidade e de auditoria
08/06/2015;2015;6;Barry Company;São Paulo;RM São Paulo;Inauguração de produtora de publicidade, cinema e TV   ;Serviços;Publicidade e pesquisa de mercado
08/06/2015;2015;6;Mavs Beer;Sorocaba;RA Sorocaba;Inauguração de bar na Avenida General Osório   ;Serviços;Alimentação
07/06/2015;2015;6;GNO Empreendimentos;Campinas;RA Campinas;Construção de hotel no bairro do Cambuí  ;Serviços;Alojamento
07/06/2015;2015;6;Go Inn Cambuí / Atlantica e Direcional;Campinas;RA Campinas;Construção de hotel no bairro do Cambuí  ;Serviços;Alojamento
07/06/2015;2015;6;Ibis Budget Campinas Aquidaban / Accor;Campinas;RA Campinas;Instalação de hotel   ;Serviços;Alojamento
07/06/2015;2015;6;Ibis Styles e Budget / Accor;Campinas;RA Campinas;IInstalação de 2 hotéis da bandeira Ibis, um tipo Styles e outro tipo Budget;Serviços;Alojamento
07/06/2015;2015;6;Vitória Convention Hotel Paulínia / Vitória Hotéis;Paulínia;RA Campinas;Inauguração de hotel   ;Serviços;Alojamento
07/06/2015;2015;6;Vitória Convention Hotel Piracicaba / Vitória Hotéis;Piracicaba;RA Campinas;Construção de hotel   ;Serviços;Alojamento
07/06/2015;2015;6;Vitória Convention Hotel Praça Capital / Vitória Hotéis;Campinas;RA Campinas;Construção de hotel no condomínio Praça Capital   ;Serviços;Alojamento
07/06/2015;2015;6;Eduardo Convites;Ribeirão Preto;RA Ribeirão Preto;Inauguração de loja de convites para: casamentos, aniversários de 15 anos, eventos empresariais e outros modelos de convite   ;Comércio;Comércio varejista
07/06/2015;2015;6;Fast Berlin;São Paulo;RM São Paulo;Inauguração de restaurante alemão no bairro de Pinheiros   ;Serviços;Alimentação
07/06/2015;2015;6;Posto Modelinho;Votuporanga;RA São José do Rio Preto;Instalação de posto de combustíveis   ;Comércio;Comércio varejista
06/06/2015;2015;6;Autovias;Inter-regionais;Inter-regionais;Duplicação da SP-345 - Rodovia Engº Ronan Rocha entre Patrocínio Paulista e Itirapuã   ;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
06/06/2015;2015;6;Marcela Automóveis;Marília;RA Marília;Inauguração de revenda de automóveis   ;Comércio;Comércio varejista
06/06/2015;2015;6;Blumen;Sorocaba;RA Sorocaba;Reinauguração de loja da fábrica de artigos de cama, mesa, banho e sofás   ;Comércio;Comércio varejista
05/06/2015;2015;6;Barretos Thermas Park;Barretos;RA Barretos;Construção do hotel e parque aquático   ;Serviços;Alojamento
05/06/2015;2015;6;Lumina Ribervent;Ribeirão Preto;RA Ribeirão Preto;Inauguração de loja de lustres e iluminação   ;Comércio;Comércio varejista
05/06/2015;2015;6;Extra  Hipermercado / Pão de Açúcar;São Paulo;RM São Paulo;Reforma e modernização do hipermercado no bairro de Vila Mariana   ;Comércio;Comércio varejista
05/06/2015;2015;6;Elo Gastronomia;Santos;RA Santos;Inauguração de restaurante no bairro do Boqueirão   ;Serviços;Alimentação
05/06/2015;2015;6;Cuordicrema;Sorocaba;RA Sorocaba;Inauguração de franquia de sorveteria no Shopping Iguatemi Esplanada   ;Serviços;Alimentação
04/06/2015;2015;6;Companhia de Desenvolvimento de Nova Odessa - Coden;Nova Odessa;RA Campinas;Ampliação da estação de tratamento de esgoto - ETE Quilombo   ;Infraestrutura;Esgoto e atividades relacionadas
03/06/2015;2015;6;Lojas Renner;Barretos;RA Barretos;Inauguração de loja de roupas e acessórios no North Shopping Barretos   ;Comércio;Comércio varejista
03/06/2015;2015;6;Ikesaki Cosméticos;Campinas;RA Campinas;Inauguração de loja de artigos para cabeleireiros e cosméticos no Parque D. Pedro Shopping   ;Comércio;Comércio varejista
03/06/2015;2015;6;Empório Santa Therezinha Ribeirão Preto;Ribeirão Preto;RA Ribeirão Preto;Abertura de empório, restaurante, adega no Shopping Iguatemi Ribeirão Preto   ;Comércio;Comércio varejista
03/06/2015;2015;6;Habib's;São Paulo;RM São Paulo;Reforma de restaurante fast food de comidas árabes no bairro da Lapa   ;Serviços;Alimentação
03/06/2015;2015;6;Meating Bistrot;São Paulo;RM São Paulo;Abertura de restaurante francês no Jardim Paulistano   ;Serviços;Alimentação
02/06/2015;2015;6;Weidmann do Brasil;Valinhos;RA Campinas;Instalação de fábrica de produtos de isolamento elétrico para transformadores  ;Indústria;Fabricação de máquinas, aparelhos e materiais elétricos
02/06/2015;2015;6;Ibis Jundiaí Shopping;Jundiaí;RA Campinas;Inauguração de hotel   ;Serviços;Alojamento
02/06/2015;2015;6;Movile e Justeat;Campinas;RA Campinas;Ampliação da área de atuação do aplicativo Ifood, desenvolvimento de tecnologia e compra de equipamentos   ;Serviços;Atividades dos serviços de tecnologia da informação
02/06/2015;2015;6;Kaffa;Ribeirão Preto;RA Ribeirão Preto;Ampliação da fábrica de cápsulas para cafeteiras tipo Nespresso;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
02/06/2015;2015;6;Carrefour Express;São Paulo;RM São Paulo;Inauguração de supermercado no bairro de Moema   ;Comércio;Comércio varejista
01/06/2015;2015;6;Greiner Bio-One;Americana;RA Campinas;Ampliação de fábrica de produtos médico-hospitalares  ;Indústria;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos
01/06/2015;2015;6;CPFL Renováveis;Inter-regionais;Inter-regionais;Ampliação de geração de energia elétrica a partir de fontes alternativa   ;Infraestrutura;Eletricidade, gás e outras utilidades
01/06/2015;2015;6;Barbosa Supermercados;Osasco;RM São Paulo;Inauguração de supermercado no bairro Novo Osasco   ;Comércio;Comércio varejista
31/05/2015;2015;5;Bar do Ton;São Paulo;RM São Paulo;Reforma de bar no bairro da Vila Pompéia   ;Serviços;Alimentação
31/05/2015;2015;5;Gelato Boutique;São Paulo;RM São Paulo;Inauguração de sorveteria no Shopping Cidade de São Paulo   ;Serviços;Alimentação
31/05/2015;2015;5;Pomodori;São Paulo;RM São Paulo;Reinauguração de restaurante tipo italiano no bairro do Itaim Bibi   ;Serviços;Alimentação
31/05/2015;2015;5;Praiamar Corporate;Santos;RA Santos;Construção de 2 torres de flats e um hotel da marca Sheraton   ;Serviços;Atividades imobiliárias
30/05/2015;2015;5;O Malley's Table;São Paulo;RM São Paulo;Abertura de restaurante no bairro Cerqueira Cesar   ;Serviços;Alimentação
30/05/2015;2015;5;Cinemark;São Paulo;RM São Paulo;Inauguração de complexo de salas de cinema no Lar Center Shopping;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
29/05/2015;2015;5;Pet Topete;Penápolis;RA Araçatuba;Instalação de loja de pet shop   ;Comércio;Comércio varejista
29/05/2015;2015;5;Hospital de Câncer de Barretos;Barretos;RA Barretos;Construção de centro de pesquisa molecular em prevenção de câncer   ;Serviços;Atividades de atenção à saúde humana
29/05/2015;2015;5;Sibelco;Jarinu;RA Campinas;Construção de fábrica de carbonato de cálcio;Indústria;Fabricação de produtos químicos
29/05/2015;2015;5;Bio Soja;São Joaquim da Barra;RA Franca;Inauguração de unidade dentro da fábrica de produção completa da linha NHT (produtos à base de suspensão concentrada)  ;Indústria;Fabricação de produtos químicos
29/05/2015;2015;5;The Original Donut Burger;São Paulo;RM São Paulo;Inauguração de lanchonete tipo hamburgeria no bairro do Butantã   ;Serviços;Alimentação
29/05/2015;2015;5;ACS Aviation;São José dos Campos;RA São José dos Campos;Desenvolvimento de avião elétrico Sora-e  ;Indústria;Fabricação de outros equipamentos de transporte, exceto veículos automotores
28/05/2015;2015;5;Skimoni;Americana;RA Campinas;Ampliação e compra de equipamentos para fábrica de sorvetes;Indústria;Fabricação de máquinas e equipamentos
28/05/2015;2015;5;Megaleste;São Carlos;RA Central;Construção de centro distribuição - CD do atacado de materiais para construção;Comércio;Comércio varejista
28/05/2015;2015;5;Raízen Energia;Inter-regionais;Inter-regionais;Renovação e tratamento de plantio para aumento da produção de cana de açúcar   ;Agropecuária;Agricultura, pecuária e serviços relacionados
28/05/2015;2015;5;Cervejaria Walfänger;Ribeirão Preto;RA Ribeirão Preto;Inauguração de cervejaria  ;Indústria;Fabricação de bebidas
28/05/2015;2015;5;Nova 381;Guarulhos;RM São Paulo;Reforma de casa noturna de shows   ;Serviços;Atividades artísticas, criativas e de espetáculos
28/05/2015;2015;5;Johnny Rockets;São José dos Campos;RA São José dos Campos;Abertura de franquia de hamburgueria americana no CenterVale Shopping;Serviços;Alimentação
28/05/2015;2015;5;Banco Itaú;São José dos Campos;RA São José dos Campos;Inauguração de agência bancária no Shopping Vale Sul   ;Serviços;Atividades de serviços financeiros
28/05/2015;2015;5;Center Vale Shopping;São José dos Campos;RA São José dos Campos;Ampliação do shopping   ;Serviços;Atividades imobiliárias
27/05/2015;2015;5;Vianorte;Inter-regionais;Inter-regionais;Serviços de conservação de malha rodoviária   ;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
27/05/2015;2015;5;Beira Alta;Embu das Artes;RM São Paulo;Inauguração de supermercado no bairro Presidente Kennedy   ;Comércio;Comércio varejista
27/05/2015;2015;5;Stella Barros Turismo;Santo André;RM São Paulo;Abertura de agência de viagens   ;Serviços;Agências de viagens, operadores turísticos e serviços de reservas
27/05/2015;2015;5;Castelo Park Aquático;Cesário Lange;RA Sorocaba;Ampliação de parque aquático   ;Serviços;Atividades esportivas e de recreação e lazer
26/05/2015;2015;5;Transamérica São Carlos / Vinn;São Carlos;RA Central;Construção de hotel   ;Serviços;Alojamento
26/05/2015;2015;5;Transwolff;São Paulo;RM São Paulo;Compra de 50 ônibus para transporte coletivo   ;Infraestrutura;Transporte terrestre
26/05/2015;2015;5;Intesa Sanpaolo;São Paulo;RM São Paulo;Instalação de agência do banco no bairro da Vila Nova Conceição   ;Serviços;Atividades de serviços financeiros
26/05/2015;2015;5;Mi Casa Hostel e etc;Sorocaba;RA Sorocaba;Inauguração de hostel   ;Serviços;Alojamento
25/05/2015;2015;5;Suzano Papel e Celulose;Inter-regionais;Inter-regionais;Manutenção da capacidade das florestas   ;Agropecuária;Produção florestal
25/05/2015;2015;5;Ponto Frio;São Paulo;RM São Paulo;Inauguração de uma premium store loja de  móveis e eletrodomésticos no Shopping Iguatemi JK   ;Comércio;Comércio varejista
25/05/2015;2015;5;Monaco Convention & Hotel;Guarulhos;RM São Paulo;Inauguração de academia e fitness do hotel   ;Serviços;Atividades esportivas e de recreação e lazer
25/05/2015;2015;5;Grip Pneus;São José dos Campos;RA São José dos Campos;Inauguração de loja de revenda de pneus de motocicleta   ;Comércio;Comércio e reparação de veículos automotores e motocicletas
24/05/2015;2015;5;QueenNut Macadâmia;Dois Córregos;RA Bauru;Ampliação do pomar de produção de noz macadamia na fazenda São Silvestre   ;Agropecuária;Agricultura, pecuária e serviços relacionados
24/05/2015;2015;5;Bomb Burger;São José dos Campos;RA São José dos Campos;Inauguração de lanchonete tipo hamburgeria   ;Serviços;Alimentação
24/05/2015;2015;5;Sr. Barba;São José dos Campos;RA São José dos Campos;Inauguração de barbearia   ;Serviços;Outras atividades de serviços pessoais
23/05/2015;2015;5;Rockerama Club;São Paulo;RM São Paulo;Inauguração de casa noturna de shows   ;Serviços;Atividades artísticas, criativas e de espetáculos
23/05/2015;2015;5;Litoral Plaza Shopping;Praia Grande;RA Santos;Ampliação do shopping   ;Serviços;Atividades imobiliárias
22/05/2015;2015;5;Fundação Nelly Jorge Colnaghi;Penápolis;RA Araçatuba;Ampliação de escola de ensino infantil   ;Serviços;Educação
22/05/2015;2015;5;Lush;Bom Jesus dos Perdões;RA Campinas;Inauguração de fábrica de cosméticos de ingredientes naturais, como frutas e vegetais orgânicos  ;Indústria;Fabricação de produtos químicos
22/05/2015;2015;5;Tog;São Paulo;RM São Paulo;Abertura de loja de móveis e acessórios de decoração no bairro do Itaim Bibi   ;Comércio;Comércio varejista
21/05/2015;2015;5;O Matuto Express;Campinas;RA Campinas;Abertura de churrascaria no Shopping Iguatemi Campinas   ;Serviços;Alimentação
21/05/2015;2015;5;O Matuto Express;Piracicaba;RA Campinas;Abertura de churrascaria no Shopping Piracicaba   ;Serviços;Alimentação
21/05/2015;2015;5;Cooperativa de Consumo - Coop;Inter-regionais;Inter-regionais;Substituição de lâmpadas fluorescentes e luminárias por lâmpadas LED nas lojas do supermercado   ;Comércio;Comércio varejista
21/05/2015;2015;5;Hope Lingerie;São Paulo;RM São Paulo;Reinauguração de franquia de loja de lingerie no Morumbi Shopping   ;Comércio;Comércio varejista
21/05/2015;2015;5;Pissani;São Paulo;RM São Paulo;Abertura de loja especializada em massas tipo italianas no bairro do Itaim Bibi   ;Comércio;Comércio varejista
20/05/2015;2015;5;Santa Casa de Votuporanga;Votuporanga;RA São José do Rio Preto;Reforma do laboratório de exames Bioxame do hospital   ;Serviços;Atividades de atenção à saúde humana
20/05/2015;2015;5;Chery;Jacareí;RA São José dos Campos;Construção de parque de fornecedores da fábrica de veículos  ;Indústria;Fabricação de veículos automotores, reboques e carrocerias
20/05/2015;2015;5;Faculdade de Engenharia de Sorocaba - Facens;Sorocaba;RA Sorocaba;Inauguração de laboratório virtual de manufatura   ;Serviços;Educação
19/05/2015;2015;5;Comgás;Louveira;RA Campinas;Expansão da rede de distribuição de gás natural canalizado   ;Infraestrutura;Eletricidade, gás e outras utilidades
19/05/2015;2015;5;Comgás;Iracemápolis;RA Campinas;Expansão da rede de distribuição de gás natural canalizado até a fábrica da Mercedes-Benz   ;Infraestrutura;Eletricidade, gás e outras utilidades
19/05/2015;2015;5;Granbio;Campinas;RA Campinas;Desenvolvimento de levedura Celere - 2L para a fábrica de biocombustíveis e bioquímicos  ;Serviços;Pesquisa e desenvolvimento científico
19/05/2015;2015;5;Louis Dreyfus Commodities - LDC;Ribeirão Bonito;RA Central;Instalação de sistema irrigação de culturas de citros na fazenda Monte Belo   ;Agropecuária;Agricultura, pecuária e serviços relacionados
18/05/2015;2015;5;Sociedade de Abastecimento de Água e Saneamento - Sanasa;Campinas;RA Campinas;Instalação de rede de esgoto e uma estação elevatória para levar o esgoto à estação de tratamento de esgoto - ETE Barão Geraldo   ;Infraestrutura;Esgoto e atividades relacionadas
