anuncio_data;anuncio_ano;anuncio_mes;empresa_alvo;municipio;regiao;descr_investimento;setor_desc;cnae_inv_2_desc
10/04/2013;2013;4;Tatu Bar & Palco;São Paulo;RM São Paulo;Inauguração de bar no bairro de Pinheiros;Serviços;Alimentação
09/04/2013;2013;4;Continental Automotive;Várzea Paulista;RA Campinas;Instalação de fábrica de freios ABS;Indústria;Fabricação de veículos automotores, reboques e carrocerias
09/04/2013;2013;4;Vivo;Rio Claro;RA Campinas;Ampliação na capacidade das redes de comunicação móvel por celulares.;Infraestrutura;Telecomunicações
09/04/2013;2013;4;Farma e Farma;São Paulo;RM São Paulo;Inauguração de franquia de drogaria no Shopping Light;Comércio;Comércio varejista
09/04/2013;2013;4;Wilson Sons;Guarujá;RA Santos;Inauguração do Estaleiro Guarujá II unidade de construção naval;Indústria;Fabricação de outros equipamentos de transporte, exceto veículos automotores
09/04/2013;2013;4;Boeing;São José dos Campos;RA São José dos Campos;Instalação de centro de pesquisa e tecnologia aeronáutica.;Serviços;Pesquisa e desenvolvimento científico
08/04/2013;2013;4;Bralog;Atibaia;RA Campinas;Instalação de centro logístico, venda de peças e serviços para operadores de helicópteros.;Indústria;Manutenção, reparação e instalação de máquinas e equipamentos
08/04/2013;2013;4;C&A;São Paulo;RM São Paulo;Abertura de loja de confecções no Shopping Iguatemi São Paulo;Comércio;Comércio varejista
08/04/2013;2013;4;Le Postiche;São Bernardo do Campo;RM São Paulo;Instalação de loja de bolsas e acessórios par viagem no São Bernardo Plaza Shopping;Comércio;Comércio varejista
08/04/2013;2013;4;Metrô;São Paulo;RM São Paulo;Instalação de toldos externos nas entradas das estações da linha vermelha;Infraestrutura;Transporte terrestre
08/04/2013;2013;4;Adagio City Aparthotel;São Paulo;RM São Paulo;Construção de hotel, e prédio de escritórios  no bairro Pacaembu;Serviços;Alojamento
08/04/2013;2013;4;Ibis Budget;Osasco;RM São Paulo;Construção de hotel;Serviços;Alojamento
08/04/2013;2013;4;Ibis;Osasco;RM São Paulo;Construção de hotel;Serviços;Alojamento
08/04/2013;2013;4;Fesa;São Paulo;RM São Paulo;Abertura de escritório de recrutamento de executivos do alto escalão.;Serviços;Atividades imobiliárias
07/04/2013;2013;4;Rede Galo Azul;Rio Claro;RA Campinas;Construção de posto de combustível, na rodovia Washington Luís, KM 184;Comércio;Comércio varejista
06/04/2013;2013;4;Foz do Brasil;Rio Claro;RA Campinas;Construção de estação de tratamento de esgoto - ETE Jardim Novo e Implantação de rede coletora de esgoto;Infraestrutura;Esgoto e atividades relacionadas
06/04/2013;2013;4;Topshop e Topman;São Paulo;RM São Paulo;Abertura de loja de roupas multimarcas no Shopping Iguatemi São Paulo;Comércio;Comércio varejista
05/04/2013;2013;4;Duty Free;Campinas;RA Campinas;Instalação de duas lojas de departamentos de produtos importados no Aeroporto de Viracopos;Comércio;Comércio varejista
05/04/2013;2013;4;Shopping Pátio São Vicente;São Vicente;RA Santos;Reforma de Shopping na Biquinha.;Serviços;Atividades imobiliárias
04/04/2013;2013;4;Dimen;Araçatuba;RA Araçatuba;Ampliação e compra de equipamentos para o laboratório especializado em medicina nuclear.;Serviços;Atividades de atenção à saúde humana
04/04/2013;2013;4;Sabesp;Lins;RA Bauru;Ampliação e melhorias da Rede de Água, no bairro Junqueira;Infraestrutura;Captação, tratamento e distribuição de água
04/04/2013;2013;4;Cargolift;Piracicaba;RA Campinas;Inauguração de terminal de empresa de logística de transporte rodoviário.;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
04/04/2013;2013;4;Dimen;Bragança Paulista;RA Campinas;Inauguração de laboratório especializado em medicina nuclear;Serviços;Atividades de atenção à saúde humana
04/04/2013;2013;4;Dimen;Campinas;RA Campinas;Ampliação e compra de equipamentos para o laboratório de medicina nuclear;Serviços;Atividades de atenção à saúde humana
04/04/2013;2013;4;Cutrale;Inter-regionais;Inter-regionais;Construção de linha de produção de suco de laranja.;Indústria;Fabricação de produtos alimentícios
04/04/2013;2013;4;C&A;Ribeirão Preto;RA Ribeirão Preto;Abertura de loja de confecções no Shopping Iguatemi Ribeirão Preto;Comércio;Comércio varejista
04/04/2013;2013;4;C&A;Itapecerica da Serra;RM São Paulo;Abertura de loja de confecções.;Comércio;Comércio varejista
04/04/2013;2013;4;C&A;São Paulo;RM São Paulo;Abertura de loja de confecções no Shopping Metro Tucuruvi.;Comércio;Comércio varejista
04/04/2013;2013;4;C&A;São Paulo;RM São Paulo;Abertura de loja de confecções no Tietê Plaza Shopping;Comércio;Comércio varejista
04/04/2013;2013;4;C&A;Santo André;RM São Paulo;Abertura de loja de confecções no Atrium Shopping Santo André;Comércio;Comércio varejista
04/04/2013;2013;4;Totvs;São Paulo;RM São Paulo;Inauguração de escritório de soluções em sistemas pra gestão empresarial no bairro do Itaim Bibi;Serviços;Atividades dos serviços de tecnologia da informação
04/04/2013;2013;4;Bodytech;Barueri;RM São Paulo;Inauguração de academia de ginástica no Shopping Iguatemi Alphaville.;Serviços;Atividades esportivas e de recreação e lazer
04/04/2013;2013;4;C&A;Pindamonhangaba;RA São José dos Campos;Abertura de loja de confecções.;Comércio;Comércio varejista
04/04/2013;2013;4;Dimen;São José dos Campos;RA São José dos Campos;Ampliação e compra de equipamentos para o laboratório especializado em medicina nuclear;Serviços;Atividades de atenção à saúde humana
04/04/2013;2013;4;C&A;Sorocaba;RA Sorocaba;Abertura de loja de confecções no Shopping Sorocaba;Comércio;Comércio varejista
03/04/2013;2013;4;Serviço Social da Indústria - Sesi;Americana;RA Campinas;Inauguração de escola, centro educacional no Parque Universitário;Serviços;Educação
03/04/2013;2013;4;MRS Logística;Inter-regionais;Inter-regionais;Segregação de vias férreas da CPTM que passará a trafegar com cargas e passageiros em vias separadas;Infraestrutura;Transporte terrestre
03/04/2013;2013;4;Shopping Iguatemi Ribeirão Preto;Ribeirão Preto;RA Ribeirão Preto;Construção de shopping center;Serviços;Atividades imobiliárias
02/04/2013;2013;4;VB Transportes e Turismo;Campinas;RA Campinas;Compra de 20 ônibus para transporte coletivo;Infraestrutura;Transporte terrestre
02/04/2013;2013;4;Cybelar;Inter-regionais;Inter-regionais;Reforma e modernização das lojas de móveis e eletrodomésticos de toda rede e ampliação da logística e armazenagem.;Comércio;Comércio varejista
02/04/2013;2013;4;Extra Marketplace;São Paulo;RM São Paulo;Inauguração de site Shopping Mercado na Internet;Comércio;Comércio varejista
02/04/2013;2013;4;Instituto Moreira Salles;São Paulo;RM São Paulo;Construção de prédio para o instituto cultural no bairro de Cerqueira Cesar;Serviços;Atividades artísticas, criativas e de espetáculos
02/04/2013;2013;4;Ecoporto Santos;Santos;RA Santos;Modernização do terminal para contêineres do complexo portuário Tecondi;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
01/04/2013;2013;4;Villa Grano;São Paulo;RM São Paulo;Inauguração de Padaria na Vila Clementino.;Comércio;Comércio varejista
31/03/2013;2013;3;América Latina Logística - ALL;Araraquara;RA Central;Ampliação do pátio de manobras e aumentar a movimentação de cargas ferroviárias.;Infraestrutura;Transporte terrestre
31/03/2013;2013;3;Sorvete Finlandês;São Paulo;RM São Paulo;Inauguração de sorveteria no Bairro de Pinheiros;Serviços;Alimentação
31/03/2013;2013;3;Convivio II Gelato;São Paulo;RM São Paulo;Inauguração de sorveteria no bairro Alto de Pinheiros;Serviços;Alimentação
27/03/2013;2013;3;Hertz Rent a Car;Campinas;RA Campinas;Inauguração de loja de locação de veículos no aeroporto internacional de Viracopos.;Serviços;Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros
27/03/2013;2013;3;Tostex;Guarulhos;RM São Paulo;Inauguração de lanchonete franqueada no aeroporto internacional de São Paulo em Cum;Serviços;Alimentação
27/03/2013;2013;3;Mad House;São Paulo;RM São Paulo;Inauguração de espaço multicultural no bairro de Cerqueira Cesar.;Serviços;Atividades artísticas, criativas e de espetáculos
27/03/2013;2013;3;Guhring;Salto;RA Sorocaba;Construção de fábrica de ferramentas de furacão.;Indústria;Fabricação de produtos de metal, exceto máquinas e equipamentos
26/03/2013;2013;3;Suzano Papel e Celulose;Limeira;RA Campinas;Instalação e manutenção de equipamentos de monitoramentos efluentes das fábricas de produção de papel celulose antes da devolução da água ao rio;Indústria;Fabricação de produtos alimentícios
26/03/2013;2013;3;Sabesp;Embu-Guaçu;RM São Paulo;Inauguração da estação de tratamento de água - ETA Embu-Guaçu;Infraestrutura;Captação, tratamento e distribuição de água
26/03/2013;2013;3;Telecom Itália Mobile - TIM;Campinas;RA Campinas;Ampliação da capacidade de comunicação, voz de cobertura de internet móvel e da rede de banda larga;Infraestrutura;Telecomunicações
26/03/2013;2013;3;Cooperativa de Consumo - Coop;São Bernardo do Campo;RM São Paulo;Inauguração de duas drogarias;Comércio;Comércio varejista
26/03/2013;2013;3;Extra Supermercado;Guarulhos;RM São Paulo;Inauguração de supermercado loja Presidente Dutra.;Comércio;Comércio varejista
26/03/2013;2013;3;Zola;São Paulo;RM São Paulo;Abertura de escritório de produtos de áudio visuais na Vila Madalena.;Comércio;Comércio varejista
26/03/2013;2013;3;Cisco;São Paulo;RM São Paulo;Inauguração de estande no bairro de Santa Ifigênia;Comércio;Comércio varejista
26/03/2013;2013;3;Cooperativa de Consumo - Coop;São Bernardo do Campo;RM São Paulo;Inauguração de duas drogarias.;Comércio;Comércio varejista
26/03/2013;2013;3;La Quottidiana;São Paulo;RM São Paulo;Abertura de restaurante italiano no bairro do Campo Belo;Serviços;Alimentação
26/03/2013;2013;3;Tietê Plaza Shopping;São Paulo;RM São Paulo;Construção de shopping no Bairro de Pirituba;Serviços;Atividades imobiliárias
25/03/2013;2013;3;Eudora Solar;Campinas;RA Campinas;Inauguração de centro de treinamento de produtos e serviços para energia solar. ;Serviços;Educação
25/03/2013;2013;3;Chanel;São Paulo;RM São Paulo;Abertura de Boutique no Shopping JK Iguatemi;Comércio;Comércio varejista
25/03/2013;2013;3;Freddo;São Paulo;RM São Paulo;Inauguração de sorveteria no Shopping Center Norte;Serviços;Alimentação
25/03/2013;2013;3;Votorantim Metais;São Paulo;RM São Paulo;Mudança da sede do grupo;Serviços;Atividades de sedes de empresas e de consultoria em gestão empresarial
24/03/2013;2013;3;The Beauty Box;São Paulo;RM São Paulo;Inauguração de franquia de cosméticos e perfumaria no Mooca Plaza Shopping.;Comércio;Comércio varejista
24/03/2013;2013;3;Carbono Galeria;São Paulo;RM São Paulo;Inauguração de galeria de arte no bairro Jardim Paulistano;Comércio;Comércio varejista
24/03/2013;2013;3;Royal Club;São Paulo;RM São Paulo;Inauguração de casa de shows e clube no bairro da Vila Olímpia;Serviços;Atividades artísticas, criativas e de espetáculos
24/03/2013;2013;3;Liceu de Maquiagem;São Paulo;RM São Paulo;Instalação de cabelereiro no ateliê Emannuelle Junqueira no bairro Jardim Paulistano;Serviços;Outras atividades de serviços pessoais
22/03/2013;2013;3;Vivo;Inter-regionais;Inter-regionais;Ampliação na capacidade das redes de comunicação, TV, cobertura de internet móvel e rede de banda larga.;Infraestrutura;Telecomunicações
22/03/2013;2013;3;Arezzo & Co;São Paulo;RM São Paulo;Inauguração de loja de calçados e acessórios no Shopping Iguatemi;Comércio;Comércio varejista
22/03/2013;2013;3;School of Rock;São Caetano do Sul;RM São Paulo;Inauguração de escola de música;Serviços;Educação
22/03/2013;2013;3;School of Rock;São Paulo;RM São Paulo;Inauguração de escola de música no bairro de Moema.;Serviços;Educação
22/03/2013;2013;3;Galeria Koi;São José dos Campos;RA São José dos Campos;Inauguração de galeria de arte em São José dos Campos;Comércio;Comércio varejista
21/03/2013;2013;3;Padaria Artesanal Orgânica (Pão);São Paulo;RM São Paulo;Reforma e ampliação de padaria artesanal no bairro do Jardins.;Comércio;Comércio varejista
21/03/2013;2013;3;Embnews;Santos;RA Santos;Ampliação e aquisição de terminal da empresa de logística de transporte;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
21/03/2013;2013;3;Sany Heavy Industry;Jacareí;RA São José dos Campos;Construção de fábrica de máquinas para construção civil portuária, geração de energia eólica e mineração.;Indústria;Fabricação de máquinas e equipamentos
20/03/2013;2013;3;Waypartners do Brasil;Mauá;RM São Paulo;Instalação de fábrica de componentes eletrônicos no bairro do Sertãozinho;Indústria;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos
20/03/2013;2013;3;Fleury;São Paulo;RM São Paulo;Inauguração de unidade de serviços em medicina diagnóstica a+ no Bairro Capela do Socorro;Serviços;Atividades de atenção à saúde humana
19/03/2013;2013;3;Cpic;Capivari;RA Campinas;Ampliação da fábrica de vidro;Indústria;Fabricação de produtos de minerais não metálicos
19/03/2013;2013;3;Copersucar;Paulínia;RA Campinas;Construção de terminal de distribuição e armazenagem de etanol.;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
19/03/2013;2013;3;Vitória Convention Hotel Paulínia;Campinas;RA Campinas;Construção de Hotel;Serviços;Alojamento
19/03/2013;2013;3;Tivit;Inter-regionais;Inter-regionais;Inauguração de um centro de excelência  SAP da empresa de serviços integrados de gestão de TI.;Serviços;Atividades dos serviços de tecnologia da informação
19/03/2013;2013;3;Ibis Budget;São Paulo;RM São Paulo;Construção de hotel no bairro Bela Vista.;Serviços;Alojamento
19/03/2013;2013;3;Unidade de Diagnósticos e Densitometria Óssea - UDDO;São Paulo;RM São Paulo;Compra de equipamento de mamotomia para realização de diagnósticos médicos por imagem.;Serviços;Atividades de atenção à saúde humana
19/03/2013;2013;3;Parque Shopping Maia;Guarulhos;RM São Paulo;Construção de Shopping.;Serviços;Atividades imobiliárias
18/03/2013;2013;3;Tenda Atacado;Jundiaí;RA Campinas;Inauguração de loja atacadista de mercadorias em geral.;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
18/03/2013;2013;3;Lorenzetti;Inter-regionais;Inter-regionais;Ampliação de produção de metais e sanitários da linha de produtos da marca fortti.;Indústria;Fabricação de máquinas e equipamentos
18/03/2013;2013;3;Telecom Itália Mobile - TIM;Santo André;RM São Paulo;Abertura de loja franqueada de telefones celulares, no Shopping Santo André;Comércio;Comércio varejista
18/03/2013;2013;3;Oi;Santo André;RM São Paulo;Abertura de loja franqueada de telefones celulares no Shoppinho Santo André;Comércio;Comércio varejista
18/03/2013;2013;3;Sara Joalheria;São Paulo;RM São Paulo;Inauguração de joalheria no Bairro do Jardins;Comércio;Comércio varejista
18/03/2013;2013;3;Giraffas;Santo André;RM São Paulo;Inauguração de restaurante fast food no Shoppinho Santo André;Serviços;Alimentação
18/03/2013;2013;3;Jin Jin Sushi;São Paulo;RM São Paulo;Inauguração de restaurante de comida japonesa no Mooca Plaza Shopping.;Serviços;Alimentação
